,Active_School_Zone_Fl,Active_School_Zone_Fl_01,Adt_Adj_Curnt_Amt,Adt_Curnt_Amt,Adt_Curnt_Year,Amend_Supp_Fl,Amend_Supp_Fl_01,At_Intrsct_Fl,At_Intrsct_Fl_01,Cmv_Involv_Fl,Cmv_Involv_Fl_01,Control,CrashDateFormated,Crash_Date,Crash_Fatal_Fl,Crash_Fatal_Fl_01,Crash_ID,Crash_Speed_Limit,Crash_Time,Day_of_Week,Death_Cnt,Dfo,Hp_Median_Width,Hp_Shldr_Left,Hp_Shldr_Right,Hwy_Nbr,Hwy_Sys,Incap_Injry_Cnt,Investigat_Arrv_Time,Investigat_Comp_Fl,Investigat_Comp_Fl_01,Investigat_Notify_Meth,Investigat_Notify_Time,Latitude,Located_Fl,Located_Fl_01,Longitude,Median_Width,Medical_Advisory_Fl,Medical_Advisory_Fl_01,Milepoint,Nbr_Of_Lane,Non_Injry_Cnt,Nonincap_Injry_Cnt,ORI_Number,Onsys_Fl,Onsys_Fl_01,Pct_Combo_Trk_Adt,Pct_Single_Trk_Adt,Poss_Injry_Cnt,Private_Dr_Fl,Private_Dr_Fl_01,Ref_Mark_Displ,Ref_Mark_Nbr,Report_Date,Road_Constr_Zone_Fl,Road_Constr_Zone_Fl_01,Road_Constr_Zone_Wrkr_Fl,Road_Constr_Zone_Wrkr_Fl_01,Roadbed_Width,Row_Width_Usual,Rpt_Block_Num,Rpt_Hwy_Num,Rpt_Outside_City_Limit_Fl,Rpt_Outside_City_Limit_Fl_01,Rpt_Sec_Block_Num,Rpt_Sec_Street_Name,Rpt_Sec_Street_Sfx,Rpt_Street_Name,Rpt_Street_Sfx,Rr_Relat_Fl,Rr_Relat_Fl_01,Rural_Fl,Rural_Fl_01,Schl_Bus_Fl,Schl_Bus_Fl_01,Section,Shldr_Width_Left,Shldr_Width_Right,Street_Name,Street_Name_2,Street_Nbr,Surf_Width,Thousand_Damage_Fl,Thousand_Damage_Fl_01,Toll_Road_Fl,Toll_Road_Fl_01,Tot_Injry_Cnt,Trk_Aadt_Pct,Txdot_Rptable_Fl,Txdot_Rptable_Fl_01,Unkn_Injry_Cnt
3581,N,0,58814.0,58814.0,2014.0,N,0,N,0,N,0,39.0,2013-08-16 17:21:00,8/16/2013,N,0,13461085,65,5:21 PM,FRI,0,7.12,23.0,11.0,10.0,2,IH,0,5:23 PM,Y,1,DISPACTH,5:21 PM,26.1991038,Y,1,-98.31258723,2.0,N,0,18.722,6.0,2,0,TX1081000,Y,1,2.4,3.4,1,N,0,-0.11,858,8/16/2013,Y,1,N,0,114.0,300.0,1100,2,N,0,,NOT REPORTED,,US 83,,N,0,N,0,N,0,17.0,21.0,21.0,IH0002,,,72.0,Y,1,N,0,1,5.9,Y,1,0
3582,N,0,,,,Y,1,N,0,N,0,,2013-09-17 08:12:00,9/17/2013,N,0,13461342,70,8:12 AM,TUE,0,,,,,,,0,8:45 AM,Y,1,DISPATCHED,8:17 AM,32.86920106,Y,1,-96.810969,,N,0,,,2,0,,N,0,,,0,N,0,,,7/21/2014,N,0,N,0,,,,,N,0,,NOT REPORTED,,DALLAS NORTH TOLLWAY,,N,0,N,0,N,0,,,,DALLAS NORTH TLWY,NOT REPORTED,,,Y,1,Y,1,0,,Y,1,0
3583,N,0,,,,N,0,N,0,N,0,,2013-09-22 22:30:00,9/22/2013,N,0,13461400,45,10:30 PM,SUN,0,,,,,,,0,10:52 PM,Y,1,DISPATCHED,10:45 PM,,N,0,,,N,0,,,2,0,TXHPD0000,N,0,,,0,Y,1,,,9/23/2013,N,0,N,0,,,7100,,N,0,,CHAMPIONS CENTRE,DR,FM 1960,,N,0,N,0,N,0,,,,W FM 1960,,,,Y,1,N,0,0,,N,0,0
3584,N,0,,,,N,0,N,0,N,0,,2013-09-21 07:50:00,9/21/2013,N,0,13461877,30,7:50 AM,SAT,0,,,,,,,0,8:00 AM,Y,1,DISPATCHED,7:52 AM,,N,0,,,N,0,,,1,1,TX0000006,N,0,,,0,N,0,,,9/21/2013,N,0,N,0,,,6300,,N,0,5000,ABRAMS,RD,TOWN HILL,,N,0,N,0,N,0,,,,TOWN HILL,,,,Y,1,N,0,1,,Y,1,0
3585,N,0,,,,N,0,N,0,N,0,,2013-09-05 20:19:00,9/5/2013,N,0,13462560,30,8:19 PM,THU,0,,,,,,,0,8:26 PM,Y,1,DISPATCH,8:24 PM,27.79826744,Y,1,-97.39744458,,N,0,,,2,0,TX1780200,N,0,,,0,N,0,,,9/5/2013,N,0,N,0,,,700,,N,0,800,CARANCAHUA,ST,BUFFALO,ST,N,0,N,0,N,0,,,,BUFFALO ST,N CARANCAHUA ST,705.0,,Y,1,N,0,0,,Y,1,0
3586,N,0,14477.0,14477.0,2014.0,N,0,N,0,N,0,25.0,2013-09-11 14:24:00,9/11/2013,N,0,13462763,30,2:24 PM,WED,0,2.185,0.0,8.0,8.0,90,UA,0,2:26 PM,Y,1,DISPATCHED,2:24 PM,29.56892224,Y,1,-97.96387748,0.0,N,0,14.385,2.0,2,0,TX0940300,Y,1,2.2,2.3,0,N,0,0.18899999999999997,522,9/11/2013,N,0,N,0,70.0,70.0,100,90,N,0,100,RIVER,ST,E COURT ST,ST,N,0,N,0,N,0,4.0,8.0,8.0,UA0090,N RIVER ST,,24.0,Y,1,N,0,0,4.5,Y,1,0
3587,N,0,,,,N,0,N,0,N,0,,2013-08-26 14:19:00,8/26/2013,N,0,13463034,30,2:19 PM,MON,0,,,,,,,0,2:25 PM,Y,1,RADIO,2:19 PM,29.95651851,Y,1,-94.00626354,,N,0,,,3,0,TX1230500,N,0,,,0,N,0,,,8/26/2013,N,0,N,0,,,3700,,N,0,100,37TH,ST,NEDERLAND,AVE,N,0,N,0,N,0,,,,NEDERLAND AVE,,3712.0,,Y,1,N,0,0,,Y,1,0
3588,N,0,101614.0,101614.0,2014.0,N,0,Y,1,N,0,500.0,2013-09-14 13:30:00,9/14/2013,N,0,13463114,45,1:30 PM,SAT,0,19.222,26.0,12.0,12.0,45,IH,0,1:39 PM,Y,1,DISPATCHED,1:32 PM,29.44907379,Y,1,-95.07699585,4.0,N,0,12.655,6.0,2,0,TX0840200,Y,1,2.0,2.3,0,N,0,0.331,19,9/14/2013,N,0,N,0,118.0,300.0,3600,45,N,0,100,FM 517,RD,GULF,FWY,N,0,N,0,N,0,4.0,22.0,24.0,IH0045,FM0517,,72.0,Y,1,N,0,0,4.3,Y,1,0
3589,N,0,10531.0,10531.0,2014.0,N,0,Y,1,N,0,51.0,2013-09-16 10:54:00,9/16/2013,N,0,13463115,30,10:54 AM,MON,0,19.785999999999998,0.0,0.0,0.0,3,SH,0,11:09 AM,Y,1,RADIO,10:59 AM,29.46072388,Y,1,-95.05180359,0.0,N,0,6.215,4.0,3,0,TX0840200,Y,1,5.2,9.3,2,N,0,-0.48100000000000004,498,9/16/2013,N,0,N,0,64.0,130.0,2600,517,N,0,,NOT REPORTED,,FM 517,RD,N,0,N,0,N,0,3.0,0.0,0.0,SH0003,FM0517,4298.0,64.0,Y,1,N,0,2,14.4,Y,1,0
3590,N,0,2535.0,2535.0,2014.0,N,0,Y,1,N,0,53.0,2013-08-21 07:43:00,8/21/2013,N,0,13463197,55,7:43 AM,WED,0,0.8220000000000001,0.0,7.0,7.0,84,BU,0,7:43 AM,Y,1,RADIO,7:43 AM,33.45313389,Y,1,-101.65750159999999,0.0,N,0,1.8559999999999999,2.0,1,1,TX1520400,Y,1,6.5,3.9,0,N,0,0.41100000000000003,334,8/21/2013,N,0,N,0,38.0,100.0,1200,84,N,0,1600,20TH,ST,NOT REPORTED,,N,0,N,0,N,0,19.0,7.0,7.0,BU0084E,N 20TH ST,,24.0,Y,1,N,0,1,10.4,Y,1,0
3591,N,0,,,,N,0,N,0,N,0,,2013-09-16 14:46:00,9/16/2013,N,0,13463263,30,2:46 PM,MON,0,,,,,,,0,2:49 PM,Y,1,RADIO,2:47 PM,,N,0,,,N,0,,,1,0,TX1630300,N,0,,,0,N,0,,,9/16/2013,N,0,N,0,,,2000,,N,0,1100,21ST,ST,AVENUE K,AVE,N,0,N,0,N,0,,,,AVENUE K AVE,,,,Y,1,N,0,0,,Y,1,0
3592,N,0,,,,N,0,N,0,N,0,,2013-09-21 23:59:00,9/21/2013,N,0,13464078,30,11:59 PM,SAT,0,,,,,,,0,10:39 AM,N,0,DISPATCHED,10:11 AM,29.45658144,Y,1,-98.4560791,,N,0,,,0,0,TXSPD0000,N,0,,,0,N,0,,,9/24/2013,N,0,N,0,,,335,,N,0,0,SCHOFIELD,RD,OLD AUSTIN,RD,N,0,N,0,N,0,,,,AUSTIN RD,,339.0,,Y,1,N,0,0,,Y,1,1
3593,N,0,8508.0,8508.0,2014.0,N,0,N,0,N,0,270.0,2013-09-14 17:53:00,9/14/2013,N,0,13464259,70,5:53 PM,SAT,0,70.146,0.0,10.0,10.0,72,SH,0,6:56 PM,Y,1,KARNES CO DISPATCH,5:57 PM,28.79847318,Y,1,-97.87675034,0.0,N,0,10.517000000000001,2.0,1,0,,Y,1,14.6,4.4,0,N,0,0.6,544,9/14/2013,N,0,N,0,44.0,100.0,,72,Y,1,,NOT REPORTED,,NOT REPORTED,,N,0,Y,1,N,0,7.0,10.0,10.0,SH0072,NOT REPORTED,,24.0,Y,1,N,0,0,19.0,Y,1,0
3594,N,0,5506.0,5506.0,2014.0,N,0,Y,1,Y,1,348.0,2013-09-16 16:30:00,9/16/2013,N,0,13464292,60,4:30 PM,MON,0,67.125,0.0,10.0,10.0,80,SH,0,4:48 PM,Y,1,DISPATCH,4:36 PM,29.13143539,Y,1,-97.78349304,0.0,N,0,6.9479999999999995,2.0,0,0,,Y,1,23.5,14.4,2,N,0,-0.057,532,9/16/2013,N,0,N,0,44.0,120.0,,80,Y,1,,NOT REPORTED,,NOT REPORTED,,N,0,Y,1,N,0,3.0,10.0,10.0,SH0080,SH0119,19548.0,24.0,Y,1,N,0,2,37.8,Y,1,0
3595,N,0,166653.0,166653.0,2014.0,N,0,N,0,N,0,9.0,2013-09-20 10:30:00,9/20/2013,N,0,13464379,45,10:30 AM,FRI,0,47.003,0.0,4.0,10.0,30,IH,0,10:40 AM,N,0,DISPATCHED,10:37 AM,32.77922493,Y,1,-96.78154877,4.0,N,0,4.74,8.0,0,0,TX0000006,Y,1,7.8,1.6,0,N,0,-0.076,47,9/20/2013,N,0,N,0,134.0,300.0,2566,30,N,0,1581,SOUTHBOUND I 45 EXPRESSWAY,,E RL THORNTON RAMP,,N,0,N,0,N,0,11.0,10.0,20.0,IH0030,,,96.0,Y,1,N,0,0,9.4,Y,1,1
3596,N,0,642.0,642.0,2014.0,Y,1,N,0,N,0,1382.0,2013-09-20 12:43:00,9/20/2013,N,0,13464399,55,12:43 PM,FRI,0,1.913,0.0,4.0,4.0,450,FM,0,1:13 PM,Y,1,MARION CO SO,12:44 PM,32.79319372,Y,1,-94.69259948,0.0,N,0,0.653,2.0,1,0,TXDPS3100,Y,1,10.2,3.3,0,N,0,0.6509999999999999,260,9/26/2013,N,0,N,0,28.0,80.0,,450,Y,1,,OLD AVINGER,RD,NOT REPORTED,,N,0,Y,1,N,0,2.0,4.0,4.0,FM0450,,,20.0,Y,1,N,0,0,13.5,Y,1,0
3597,N,0,,,,N,0,N,0,N,0,,2013-09-23 15:41:00,9/23/2013,N,0,13464431,50,3:41 PM,MON,0,,,,,,,0,4:09 PM,Y,1,DISPATCHED,3:52 PM,29.80429406,Y,1,-94.98166248,,N,0,,,4,0,TX1010100,N,0,,,0,N,0,,,9/23/2013,N,0,N,0,,,6900,,N,0,,NOT REPORTED,,GARTH,RD,N,0,N,0,N,0,,,,GARTH RD,IH0010,7194.0,,Y,1,N,0,0,,Y,1,0
3598,N,0,13655.0,13655.0,2014.0,N,0,N,0,N,0,1378.0,2013-09-16 12:41:00,9/16/2013,N,0,13464484,55,12:41 PM,MON,0,49.615,0.0,2.0,2.0,1431,RM,0,12:41 PM,Y,1,TELEPHONE,12:41 PM,30.48260174,Y,1,-97.93214643,0.0,N,0,19.105,4.0,2,0,TX2272200,Y,1,3.8,2.2,0,N,0,-0.6409999999999999,546,9/17/2013,N,0,N,0,54.0,100.0,19100,1431,N,0,19100,REED PARKS,RD,NOT REPORTED,,N,0,Y,1,N,0,1.0,2.0,2.0,RM1431,REED PARKS RD,18843.0,50.0,Y,1,N,0,0,6.0,Y,1,0
3599,N,0,,,,N,0,Y,1,N,0,,2013-09-23 16:45:00,9/23/2013,N,0,13464557,45,4:45 PM,MON,0,,,,,59,US,0,5:05 PM,Y,1,DISPATCH,4:55 PM,,N,0,,,N,0,,,0,0,TXHPD0000,Y,1,,,4,N,0,,,9/23/2013,N,0,N,0,,,6000,59,N,0,3600,FOUNTAINVIEW,DR,SOUTHWEST SER S,FWY,N,0,N,0,N,0,,,,US0059,FOUNTAINVIEW DR,,,Y,1,N,0,4,,Y,1,0
3600,N,0,,,,N,0,N,0,N,0,,2013-09-15 22:00:00,9/15/2013,N,0,13464698,30,10:00 PM,SUN,0,,,,,,,0,1:00 AM,N,0,DISPATCHED,11:56 PM,32.91574743,Y,1,-96.70623259,,N,0,,,0,0,TX0000006,N,0,,,0,N,0,,,9/15/2013,N,0,N,0,,,10300,,N,0,9900,BLACK WALNUT,ST,WHITE ELM,RD,N,0,N,0,N,0,,,,WHITE ELM RD,,10300.0,,Y,1,N,0,0,,Y,1,1
3601,N,0,,,,N,0,N,0,N,0,,2013-09-23 20:00:00,9/23/2013,N,0,13464765,30,8:00 PM,MON,0,,,,,,,0,8:35 PM,Y,1,DISPATCHED,8:21 PM,32.75546427,Y,1,-96.98518763,,N,0,,,0,0,TX0571200,N,0,,,0,N,0,,,9/24/2013,N,0,N,0,,,1500,,N,0,900,15TH,ST,COTTONWOOD,ST,N,0,N,0,N,0,,,,COTTONWOOD ST,,1545.0,,N,0,N,0,0,,N,0,1
3602,N,0,,,,N,0,N,0,N,0,,2013-09-11 13:23:00,9/11/2013,N,0,13464785,40,1:23 PM,WED,0,,,,,,,0,1:34 PM,Y,1,RADIO DISPATCHED,1:24 PM,32.57953924,Y,1,-97.20137403,,N,0,,,0,0,TX2200000,N,0,,,2,N,0,,,9/12/2013,N,0,N,0,,,7040,,Y,1,,RENDON BLOODWORTH,RD,BENNETT LAWSON,RD,N,0,Y,1,N,0,,,,BENNETT LAWSON RD,,6675.0,,Y,1,N,0,2,,Y,1,0
3603,N,0,,,,N,0,N,0,Y,1,,2013-09-19 06:40:00,9/19/2013,N,0,13465073,35,6:40 AM,THU,0,,,,,,,0,8:11 AM,N,0,DISPATCHED,7:55 AM,32.77883272,Y,1,-96.88246834,,N,0,,,1,0,TX0000006,N,0,,,0,N,0,,,9/19/2013,N,0,N,0,,,4200,,N,0,2900,WESTMORELAND,RD,SINGLETON,BLVD,N,0,N,0,N,0,,,,SINGLETON BLVD,,,,Y,1,N,0,0,,Y,1,1
3604,N,0,,,,N,0,N,0,N,0,,2013-09-21 10:16:00,9/21/2013,N,0,13465161,5,10:16 AM,SAT,0,,,,,,,0,10:28 AM,Y,1,DISPATCH RADIO,10:24 AM,,N,0,,,N,0,,,3,0,TX1750100,N,0,,,0,Y,1,,,9/21/2013,N,0,N,0,,,417,,N,0,300,2ND,AVE,9TH,ST,N,0,N,0,N,0,,,,N 9TH ST,,,,N,0,N,0,0,,N,0,0
3605,N,0,,,,N,0,Y,1,N,0,,2013-09-24 18:24:00,9/24/2013,N,0,13465237,55,6:24 PM,TUE,0,,,,,,,0,6:32 PM,Y,1,DISPATCHED,6:24 PM,,N,0,,,N,0,,,1,0,TX0610600,N,0,,,1,N,0,,,9/24/2013,N,0,N,0,,,900,121,N,0,2700,LAKE VISTA,DR,SAM RAYBURN TOLLWAY,,N,0,N,0,N,0,,,,TL0121,,,,Y,1,N,0,1,,Y,1,0
3606,N,0,20599.0,20599.0,2014.0,N,0,N,0,N,0,7.0,2013-09-19 18:40:00,9/19/2013,N,0,13465408,75,6:40 PM,THU,0,343.131,56.0,4.0,10.0,20,IH,0,6:50 PM,Y,1,EASTLAND CO.  SO,6:42 PM,32.40085518,Y,1,-98.78944234,48.0,N,0,19.877,4.0,1,0,,Y,1,36.0,4.6,0,N,0,-0.055,344,9/21/2013,N,0,N,0,76.0,375.0,,20,N,0,,NOT REPORTED,,NOT REPORTED,,N,0,Y,1,N,0,3.0,8.0,20.0,IH0020,FM0570,,48.0,Y,1,N,0,0,40.7,Y,1,0
3607,N,0,3603.0,3603.0,2014.0,N,0,N,0,N,0,245.0,2013-09-25 11:35:00,9/25/2013,N,0,13465591,60,11:35 AM,WED,0,25.29,0.0,10.0,10.0,64,SH,0,11:55 AM,Y,1,VAN ZANDT S.O.,11:40 AM,32.4465598,Y,1,-95.69715979,0.0,N,0,25.256999999999998,2.0,3,0,,Y,1,7.0,5.2,1,N,0,-0.716,660,9/25/2013,Y,1,Y,1,60.0,150.0,,64,Y,1,,NOT REPORTED,,NOT REPORTED,,N,0,Y,1,N,0,19.0,10.0,10.0,SH0064,,13447.0,40.0,Y,1,N,0,1,12.3,Y,1,0
3608,N,0,,,,N,0,N,0,N,0,,2013-09-22 17:30:00,9/22/2013,N,0,13465667,-1,5:30 PM,SUN,0,,,,,,,2,5:46 PM,N,0,DISPATCHED,5:30 PM,32.90949423,Y,1,-96.85273472,,N,0,,,1,2,TX0000006,N,0,,,0,N,0,,,9/22/2013,N,0,N,0,,,3700,,N,0,11700,MARSH,LN,FOREST,LN,N,0,N,0,N,0,,,,FOREST LN,,3783.0,,Y,1,N,0,4,,Y,1,0
3609,N,0,30040.0,30040.0,2014.0,Y,1,N,0,N,0,3088.0,2013-09-25 14:05:00,9/25/2013,N,0,13465686,50,2:05 PM,WED,0,3.9339999999999997,19.0,2.0,2.0,3040,FM,0,2:18 PM,Y,1,DISPATCHED,2:14 PM,33.00485736,Y,1,-97.00644789,15.0,N,0,11.434000000000001,6.0,1,0,TX0610600,Y,1,3.6,2.8,1,N,0,-0.057,574,9/28/2013,N,0,N,0,80.0,120.0,700,3040,N,0,2300,EDMONDS,LN,ROUND GROVE,RD,N,0,N,0,N,0,1.0,4.0,4.0,FM3040,S EDMONDS LN,,72.0,Y,1,N,0,1,6.4,Y,1,0
3610,N,0,306.0,306.0,2014.0,N,0,N,0,Y,1,636.0,2013-09-18 09:04:00,9/18/2013,N,0,13465831,75,9:04 AM,WED,0,2.3040000000000003,0.0,0.0,0.0,568,FM,0,9:16 AM,Y,1,DISPATCHED,9:07 AM,31.812895500000003,Y,1,-99.38391204,0.0,N,0,0.853,2.0,1,0,,Y,1,0.0,16.9,0,N,0,0.33399999999999996,436,9/18/2013,N,0,N,0,22.0,60.0,,568,Y,1,,NOT REPORTED,,NOT REPORTED,,N,0,Y,1,N,0,2.0,0.0,0.0,FM0568,,1029.0,22.0,Y,1,N,0,0,16.9,Y,1,0
3611,N,0,16973.0,16973.0,2014.0,N,0,N,0,N,0,39.0,2013-09-21 23:36:00,9/21/2013,N,0,13465919,65,11:36 PM,SAT,0,13.502,0.0,0.0,8.0,83,BU,0,11:36 PM,Y,1,DROVE BY,11:36 PM,26.2026228,Y,1,-98.22563468,0.0,N,0,7.867000000000001,4.0,1,0,TX1080800,Y,1,0.2,1.3,0,N,0,-0.47,512,9/21/2013,N,0,N,0,69.0,100.0,600,83,N,0,1600,6TH,ST,EXPRESSWAY,EXPY,N,0,N,0,N,0,3.0,0.0,8.0,BU0083S,S 6TH ST,,58.0,Y,1,N,0,0,1.5,Y,1,0
3612,N,0,10181.0,10181.0,2014.0,N,0,Y,1,N,0,2304.0,2013-08-24 14:30:00,8/24/2013,N,0,13465932,50,2:30 PM,SAT,0,5.702999999999999,0.0,4.0,4.0,2410,FM,1,2:31 PM,Y,1,POLICE RADIO,2:30 PM,31.051971500000004,Y,1,-97.63349217,0.0,N,0,9.596,2.0,2,0,TX0140300,Y,1,4.9,2.1,0,N,0,-0.561,544,8/24/2013,N,0,N,0,42.0,100.0,1800,2410,N,0,2300,COMMANCHE GAP,RD,KNIGHTS,WAY,N,0,N,0,N,0,2.0,4.0,4.0,FM2410,COMANCHE GAP RD,,34.0,Y,1,N,0,1,7.0,Y,1,0
3613,N,0,,,,N,0,N,0,N,0,,2013-08-28 15:51:00,8/28/2013,N,0,13465934,30,3:51 PM,WED,0,,,,,,,0,3:59 PM,Y,1,DISPATCHED,3:52 PM,29.51682981,Y,1,-95.20866575,,N,0,,,5,0,TX0840300,N,0,,,0,N,0,,,8/28/2013,N,0,N,0,,,900,,N,0,,SUNSET,DR,FALLING LEAF,DR,N,0,N,0,N,0,,,,FALLING LEAF DR,,854.0,,Y,1,N,0,0,,Y,1,0
3614,N,0,1049.0,1049.0,2014.0,N,0,N,0,N,0,337.0,2013-09-18 05:29:00,9/18/2013,N,0,13466000,65,5:29 AM,WED,0,7.405,0.0,1.0,1.0,1331,FM,0,5:52 AM,Y,1,RADIO,5:36 AM,30.67933549,Y,1,-97.32489733,0.0,N,0,8.35,2.0,1,0,TX2460000,Y,1,5.0,8.7,0,N,0,-0.64,562,9/18/2013,N,0,N,0,22.0,80.0,7399,1331,Y,1,,CR 499,,FM 1331,,N,0,Y,1,N,0,3.0,1.0,1.0,FM1331,,7389.0,20.0,Y,1,N,0,0,13.7,Y,1,0
3615,N,0,,,,N,0,N,0,N,0,,2013-09-17 17:54:00,9/17/2013,N,0,13466159,35,5:54 PM,TUE,0,,,,,,,0,6:04 PM,Y,1,DISPATCHED,5:56 PM,29.54628851,Y,1,-95.13217535,,N,0,,,3,0,TX1012500,N,0,,,0,N,0,,,9/18/2013,N,0,N,0,,,500,,N,0,,TEXAS,AVE,BAY AREA,BLVD,N,0,N,0,N,0,,,,W BAY AREA BLVD,,,,Y,1,N,0,0,,Y,1,0
3616,N,0,,,,N,0,N,0,N,0,,2013-09-05 16:03:00,9/5/2013,N,0,13466222,30,4:03 PM,THU,0,,,,,,,0,4:46 PM,N,0,DISPATCH,4:41 PM,35.179773700000005,Y,1,-101.8042796,,N,0,,,2,0,TX1880100,N,0,,,0,N,0,,,9/5/2013,N,0,N,0,,,3100,,N,0,2900,LONGHORN,AVE,MANHATTAN,ST,N,0,N,0,N,0,,,,S MANHATTAN ST,,3260.0,,Y,1,N,0,0,,Y,1,0
3617,N,0,,,,N,0,Y,1,N,0,,2013-09-25 17:31:00,9/25/2013,N,0,13466497,40,5:31 PM,WED,0,,,,,,,0,5:45 PM,Y,1,DISPATCH,5:34 PM,32.97043422,Y,1,-96.85553254,,N,0,,,2,0,TX0570400,N,0,,,1,N,0,,,9/25/2013,N,0,N,0,,,2200,,N,0,2800,KELLER SPRINGS,RD,MARSH,LN,N,0,N,0,N,0,,,,N MARSH LN,KELLER SPRINGS RD,,,Y,1,N,0,1,,Y,1,0
3618,N,0,,,,Y,1,N,0,N,0,,2013-09-19 16:37:00,9/19/2013,N,0,13466558,-1,4:37 PM,THU,0,,,,,,,0,4:41 PM,Y,1,DIISPATCHED,4:37 PM,29.36065158,Y,1,-100.8978356,,N,0,,,1,0,TX2330100,N,0,,,2,N,0,,,10/1/2013,N,0,N,0,,,400,,N,0,100,CACTUS,ST,PECAN,ST,N,0,N,0,N,0,,,,PECAN ST,,309.0,,Y,1,N,0,2,,Y,1,0
3619,N,0,,,,N,0,N,0,N,0,,2013-09-11 14:18:00,9/11/2013,N,0,13466598,30,2:18 PM,WED,0,,,,,,,0,2:31 PM,Y,1,DISPATCHED,2:20 PM,32.48707423,Y,1,-94.74428436,,N,0,,,2,0,920500,N,0,,,0,N,0,,,9/11/2013,N,0,N,0,,,200,,N,0,,HIGH,ST,NELSON,ST,N,0,N,0,N,0,,,,W NELSON ST,S HIGH ST,208.0,,N,0,N,0,0,,N,0,0
3620,N,0,21399.0,21399.0,2014.0,N,0,N,0,N,0,2642.0,2013-09-08 10:57:00,9/8/2013,N,0,13466605,45,10:57 AM,SUN,0,10.323,16.0,0.0,10.0,281,SL,0,11:02 AM,Y,1,DISPATCHED,10:58 AM,32.54096938,Y,1,-94.75582859,16.0,N,0,3.35,6.0,1,2,920500,Y,1,6.2,3.3,0,N,0,0.317,718,9/8/2013,N,0,N,0,94.0,300.0,400,281,N,0,,MCCANN,RD,LOOP 281,,N,0,N,0,N,0,1.0,0.0,20.0,SL0281,,404.0,72.0,Y,1,N,0,2,9.6,Y,1,0
3621,N,0,,,,N,0,Y,1,N,0,,2013-09-14 21:35:00,9/14/2013,N,0,13466682,40,9:35 PM,SAT,0,,,,,,,0,9:46 PM,Y,1,DISPATCHED,9:36 PM,31.05502462,Y,1,-97.69714244,,N,0,,,7,0,TX0140400,N,0,,,0,N,0,,,9/15/2013,N,0,N,0,,,5500,,N,0,6600,GOLDEN OAK,LN,STAGECOACH,RD,N,0,N,0,N,0,,,,E STAGECOACH RD,GOLDEN OAK LN,5201.0,,Y,1,N,0,0,,Y,1,0
3622,N,0,,,,N,0,Y,1,N,0,,2013-09-20 18:25:00,9/20/2013,N,0,13466734,40,6:25 PM,FRI,0,,,,,,,0,6:26 PM,Y,1,DISPATCHED,6:25 PM,,N,0,,,N,0,,,2,1,TX2260100,N,0,,,0,N,0,,,9/20/2013,N,0,N,0,,,2000,,N,0,500,W AVE Q,AVE,BLK S BRYANT,BLVD,N,0,N,0,N,0,,,,BLK S BRYANT BLVD,W AVE Q AVE,,,Y,1,N,0,1,,Y,1,0
3623,N,0,23847.0,23847.0,2014.0,N,0,N,0,N,0,94.0,2013-09-16 18:39:00,9/16/2013,N,0,13466790,40,6:39 PM,MON,0,7.146,7.0,5.0,8.0,183,SH,0,6:41 PM,Y,1,DISPATCHED,6:40 PM,32.759196,Y,1,-97.42426146,2.0,N,0,3.2239999999999998,4.0,3,0,TX2202800,Y,1,5.0,3.6,0,N,0,0.599,558,9/17/2013,N,0,N,0,72.0,171.0,6300,183,N,0,100,ROARING SPRINGS,RD,WESTWORTH BLVD,HWY,N,0,Y,1,N,0,5.0,5.0,8.0,SH0183,,,46.0,Y,1,N,0,0,8.5,Y,1,0
3624,N,0,25973.0,25973.0,2014.0,N,0,Y,1,N,0,114.0,2013-09-19 12:09:00,9/19/2013,N,0,13466893,65,12:09 PM,THU,0,136.428,80.0,6.0,10.0,290,US,0,12:14 PM,Y,1,RADIO,12:09 PM,30.34955417,Y,1,-97.52637012,68.0,N,0,11.436,4.0,2,0,TX2270200,Y,1,4.8,6.5,0,N,0,-0.831,598,9/19/2013,N,0,N,0,80.0,240.0,13200,290,N,0,,GEORGE BUSH,,HWY 290E,,N,0,N,0,N,0,2.0,12.0,20.0,US0290,GEORGE BUSH ST,,48.0,Y,1,N,0,0,11.3,Y,1,0
3625,N,0,46853.0,46853.0,2014.0,N,0,N,0,N,0,353.0,2013-09-25 08:05:00,9/25/2013,N,0,13467080,35,8:05 AM,WED,0,19.749000000000002,15.0,0.0,0.0,12,SL,0,8:40 AM,N,0,DISPATCHED,8:30 AM,32.86104759,Y,1,-96.85513815,15.0,N,0,21.44,6.0,1,0,TX0000006,Y,1,0.4,2.3,0,N,0,-0.27899999999999997,604,9/25/2013,N,0,N,0,66.0,150.0,3700,12,N,0,9400,MARSH,LN,NORTHWEST,HWY,N,0,N,0,N,0,5.0,0.0,0.0,SL0012,,,66.0,Y,1,N,0,0,2.7,Y,1,1
3626,N,0,,,,N,0,N,0,N,0,,2013-09-17 07:45:00,9/17/2013,N,0,13467098,-1,7:45 AM,TUE,0,,,,,37,IH,0,8:00 AM,Y,1,DISPATCHED,7:49 AM,,N,0,,,N,0,,,2,0,TXSPD0000,Y,1,,,0,N,0,,,9/17/2013,N,0,N,0,,,4000 BLK,37,N,0,500,FAIR,AVE,IH 37,HWY,N,0,N,0,N,0,,,,IH0037,,,,N,0,N,0,0,,N,0,0
